x,y,z,ro,pi,ya,Q1,Q2,Q3,Q4,Q5,Q6
0.565810849755443,-0.118221604760718,-0.196266203067045,0.460488828726647,1.04312411663978,-1.07900832245164,-0.260683060436002,4.14139349026191,0.332255339799302,-2.48396215069522,-4.43899639333131,-5.12282430330575
-0.0345366179293133,-0.0115852885248529,0.360409469096181,-0.012670187418178,0.812070553678095,-0.642151815775627,-0.985642615074724,2.44076946364368,2.56142996830624,0.487785465525181,-1.01543167968146,2.32753688699213
0.637813501163659,0.517641975097439,0.178367829158976,-1.47981732989214,0.666543535138835,-1.56979861189057,-0.928490641028456,4.85743515188757,0.485529741390121,2.14215791060885,-1.03917850148236,0.737518135542475
-0.39693003182534,-0.267568857432842,-0.0451358910650184,-0.337241942501226,-1.31221128492289,0.211264184016752,-1.12975775184415,1.7716206677822,4.83176515733261,5.88434850495376,-2.3445809249296,2.41679726602356
0.467057907612071,-0.496370251330014,0.24608143804576,-1.31993867345434,-0.187191767174947,1.19541898470029,1.18246139574412,4.93226089098718,0.809557640287931,-5.79240842681173,-4.1490333133391,4.75187884313559
-0.258437587417014,-0.00234785397288115,-0.330546687213738,-1.33902971222708,-1.05007354722358,0.795220359527854,-1.26183063612117,2.78359041201102,5.71491358510442,0.41676726250177,2.41119892631527,-2.31829895333401
0.6678315902577,-0.544877430724034,0.0447124051896316,0.94850589646707,-0.0835999418678691,-1.20388391053735,0.585909944292144,4.66007578502972,0.434391948522961,3.14340616867345,6.1432096221382,3.11854158669203
0.272821726989761,0.468304652700334,-0.222489151714928,1.52657864253899,-0.480222727711008,-0.666805978622444,-0.689755541581967,4.45430060584331,0.91173860556471,-0.654789261480981,5.13456252322838,-2.59352110109649
-0.303260068095151,-0.361279835944429,0.631603962442126,1.19974121367452,0.838683024336155,0.625760896410069,-0.666723437207708,1.46271556933118,0.440454090138934,2.24731358593911,-3.62378796910425,-2.9462275701032
-0.231663056464035,0.103090503147896,0.0382797860766804,0.427780031274771,-0.383071551937916,0.668771112780553,-0.0264737008978606,1.1148161744768,3.55813064593841,-4.43933965519641,1.122246474641,2.51023758533961
0.148829405326436,0.264105215425722,0.0657292908377771,-0.610279913603954,0.384932677899835,1.13944640010193,-1.24930323698009,2.75159109750991,4.23411380122583,-1.07845510551997,-5.65545162859388,0.451087540457793
0.0756798602602089,-0.151408376146325,-0.559915312814076,-0.284219398738091,0.328239947908324,0.570463111054354,0.514576054119835,3.20915730089992,5.64019748357303,1.08768271748891,5.06929797404987,-4.55562722477859
0.162340962299298,-0.0862174557743224,0.058966945243591,0.0678373674876694,-0.610715659461449,0.99360344043606,-1.13324677745309,4.53649007437151,2.56654055078813,-4.20528318356841,5.37223126207513,-1.9130306265963
0.439201364120583,-0.452384127692765,-0.0808931899071458,0.469767880157178,0.0211083381337049,-0.078697184233574,0.787949460643952,4.16713897987201,5.29575762729592,1.55411078855655,3.1534356288569,-1.89879943515059
0.163930836812508,0.287170023798751,0.0228467547718861,1.56276894145822,-0.705815610246018,0.324078947277162,-0.72279284502691,4.93806732599521,2.73746800325397,5.8413523088628,2.05386643535259,1.52927352232918
0.0468386567055254,-0.0848777236439291,0.326523524426117,0.186790201370916,-0.00352171233874311,1.47058546891177,-1.21031122113556,5.18131020795441,2.86010083767381,0.9850729467054,-1.15438698232172,-3.30461642784331
-0.154452225322494,0.0502223300535376,-0.365482952459913,1.09655720833768,0.406541646273648,-1.36444009797221,1.26725413840695,3.47593955832857,0.347743681530398,1.47208640014511,-2.17844441222048,0.340022141090347
-0.053838342549389,0.21915673277132,-0.549264207723973,1.13712200043734,0.0111785889558338,-0.257497883799362,1.21247286390575,2.49390336975909,5.43754393855554,1.55018893407005,-6.08436970598998,5.39646743482929
0.434498699143918,-0.485602796934165,0.211703744869529,0.837372880978756,0.891897932794916,0.730116321534866,0.599720353664105,5.39837216189304,1.30015935414906,-4.55988665286514,5.43615491461531,2.47328996091888
-0.0173744928295265,0.203952197644959,0.377371147782454,-0.430458914105405,-0.498872357183486,-1.38614895430905,-1.36345066903561,4.30084721371801,4.56836672629188,5.31588309264427,2.65809851103824,-4.72155034243443
0.155925860463503,-0.64915905218508,0.697635416384647,0.451380176054352,-0.323635524192648,-1.24873019693627,-1.50834104437141,0.991606311512604,0.490693893714745,-3.18920578232267,4.52424463467666,0.487965545867237
0.493001774095615,-0.262651409255352,-0.142793060776333,-1.23332451546593,-0.352128919838817,-0.465158015017239,0.165945140187279,4.69367960954425,1.02946164568969,-2.77485972724532,1.07768278876228,5.90111421231236
-0.481340122449648,-0.168543187228685,0.298198870209127,0.598042583852786,1.45486414490602,-1.30850514494441,0.191732088460713,0.957283340990966,4.83113630629558,-3.35554423848212,3.85919770574085,-1.40918470714516
0.136527404933933,-0.0701643301415125,0.49455765009178,-0.367535098813498,0.12373259005913,0.791819632733777,1.14210041955631,4.26299509645205,3.45766052977219,-4.5684383692614,-5.53023741441303,-4.75833847071439
0.0225364041052403,-0.151100853657678,0.767099218992443,-0.104013832035789,-0.206642473579394,-0.860662262200103,-1.43083247245505,1.36045751065811,1.6000900556872,2.67649846426319,0.75042572846339,-6.1254022070736
0.245964520719246,0.0855078603614628,0.589990919637102,-1.32973495248045,-0.076352811547983,1.00433476670943,-1.34468245847499,5.26202537712627,3.5243145385973,-3.72852717703769,-3.11236648536478,3.06400604767028
0.349697470037025,0.292924560877138,-0.0587472831955142,0.913359095265981,0.15042340529575,0.407970033467234,-0.956836504646995,3.51078775436012,5.78308628143859,4.35837925925779,-3.26916947470746,-0.0782920795324928
0.634902618786414,-0.11728129730247,-0.150097578143544,-1.46648762894067,-0.174467466051944,-1.00243582310174,0.376852003623029,4.63446062065386,1.21277395414741,-6.04974986601099,-5.40326109799192,-0.171592396663218
-0.28040904329433,0.184699679142695,-0.175294323954259,0.282407445236141,0.806907405984125,0.57542078345417,0.33404385559026,3.45403056428089,2.11517666452316,6.14013168450978,1.00210797976601,-1.50619044621496
0.376290798825374,-0.197609145052163,0.551874094910496,-0.7052398180325,0.569861293446889,-0.0242667319694697,0.160058550894268,4.25488498642429,4.09267477787581,-2.95410796259663,-5.44959719310964,-1.63257011767308
-0.407402137293213,0.328636507736469,-0.0842092212790597,0.73536707638337,0.514962232294876,1.37272000966664,0.407519567100929,1.82640402953179,4.56206880376269,-5.44706322310838,-3.0119693019282,3.82965879441623
-0.137498390851008,0.0815496103340265,0.0279180751491394,1.37447692954309,0.0461515273243775,-0.763648759653302,-0.963104605553038,3.7744460563523,3.28023880877525,5.33829439597196,-2.97450050767468,-5.45429379551679
0.587106586598739,-0.51199228150575,0.450052099002401,1.4693758193259,-0.779271626548203,-0.625584121146327,0.738481503376692,4.37669737304101,5.43350151009032,5.42832111657906,-6.10786467051496,-3.33810447502345
0.678451157728683,-0.281918869918148,0.7365983744034,-1.25540018811178,1.33096303718978,-0.536209760629442,0.366870028454694,5.1791640832991,5.67156452288711,0.711924959345374,5.22266342084399,1.77897344808949
0.357254573394257,0.125414160218195,0.104882730022676,-1.2370518756714,1.01826320567758,1.27013354293603,-0.345550957205409,3.0780203174464,3.72781341514802,0.622637544847776,5.35555375694965,5.26195954079581
0.383824640634468,0.302298801423624,0.130360327358075,-1.40451788055014,1.04276591753379,-0.386877189817642,-0.33025800215249,5.24381132341491,1.30923647969536,-4.69568174636721,-4.58573054488876,0.0711528723757882
-0.211788063179393,0.237197677163048,0.686944990276659,1.4547001949638,1.06035056821268,0.903030829885509,-1.50317415667553,5.17441698910657,4.97996857956748,-6.09445122892415,-4.06903785876109,-2.11035136415709
0.107868565108227,0.178304410617314,-0.210464287691477,1.16572322779341,0.0437081332182834,-0.361766271015846,-1.15925760149348,4.54601686487988,2.26901882248302,5.53055373315362,1.03062058084775,4.76054311669237
